cve_id,published_date,last_modified,cvss_v3_score,cvss_v3_severity,cvss_v2_score,cvss_v2_severity,summary,vendor,product,version,references
CVE-2021-35631,2021-10-20T11:17:15.500,2024-11-21T06:12:41.540,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: GIS). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35632,2021-10-20T11:17:15.803,2024-11-21T06:12:41.680,4.4,MEDIUM,2.1,LOW,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Data Dictionary). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with logon to the infrastructure where MySQL Server executes to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.4 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35633,2021-10-20T11:17:16.020,2024-11-21T06:12:41.837,2.7,LOW,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Logging). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of MySQL Server. CVSS 3.1 Base Score 2.7 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:L).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35634,2021-10-20T11:17:16.237,2024-11-21T06:12:42.030,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35635,2021-10-20T11:17:16.453,2024-11-21T06:12:42.210,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35636,2021-10-20T11:17:16.640,2024-11-21T06:12:42.360,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35637,2021-10-20T11:17:16.897,2024-11-21T06:12:42.507,4.9,MEDIUM,6.8,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: PS). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35638,2021-10-20T11:17:17.167,2024-11-21T06:12:42.673,4.9,MEDIUM,6.8,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35639,2021-10-20T11:17:17.373,2024-11-21T06:12:42.847,4.9,MEDIUM,6.8,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Stored Procedure). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql_server,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35640,2021-10-20T11:17:17.607,2024-11-21T06:12:43.037,2.7,LOW,4.0,MEDIUM,"Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: DDL). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of MySQL Server accessible data. CVSS 3.1 Base Score 2.7 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N).",oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35641,2021-10-20T11:17:17.883,2024-11-21T06:12:43.180,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35642,2021-10-20T11:17:18.117,2024-11-21T06:12:43.327,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35643,2021-10-20T11:17:18.190,2024-11-21T06:12:43.470,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35644,2021-10-20T11:17:18.257,2024-11-21T06:12:43.613,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35645,2021-10-20T11:17:18.327,2024-11-21T06:12:43.753,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35646,2021-10-20T11:17:18.397,2024-11-21T06:12:43.893,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35647,2021-10-20T11:17:18.467,2024-11-21T06:12:44.047,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-35648,2021-10-20T11:17:18.547,2024-11-21T06:12:44.187,4.9,MEDIUM,4.0,MEDIUM,Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: FTS). Supported versions that are affected are 8.0.26 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,oracle,mysql,>= 8.0.0 <= 8.0.26,https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html; https://security.netapp.com/advisory/ntap-20211022-0003/; https://www.oracle.com/security-alerts/cpuoct2021.html
CVE-2021-46086,2022-01-25T16:15:08.967,2024-11-21T06:33:37.290,7.5,HIGH,5.0,MEDIUM,xzs-mysql >= t3.4.0 is vulnerable to Insecure Permissions. The front end of this open source system is an online examination system. There is an unsafe vulnerability in the functional method of submitting examination papers. An attacker can use burpuite to modify parameters in the packet to destroy real data.,mindskip,xzs-mysql,t3.4.0,https://github.com/mindskip/xzs-mysql/issues/327; https://github.com/mindskip/xzs-mysql/issues/327
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 5.5.20 <= 5.5.68,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 10.0.0 < 10.2.39,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 10.3.0 < 10.3.30,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 10.4.0 < 10.4.20,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 10.5.0 < 10.5.11,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46657,2022-01-29T23:15:07.370,2024-11-21T06:34:32.290,5.5,MEDIUM,2.1,LOW,get_sort_by_table in MariaDB before 10.6.2 allows an application crash via certain subquery uses of ORDER BY.,mariadb,mariadb,>= 10.6.0 < 10.6.2,https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25629; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46658,2022-01-29T23:15:07.417,2024-11-21T06:34:32.453,5.5,MEDIUM,2.1,LOW,save_window_function_values in MariaDB before 10.6.3 allows an application crash because of incorrect handling of with_window_func=true for a subquery.,mariadb,mariadb,>= 10.2.0 < 10.2.40,https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46658,2022-01-29T23:15:07.417,2024-11-21T06:34:32.453,5.5,MEDIUM,2.1,LOW,save_window_function_values in MariaDB before 10.6.3 allows an application crash because of incorrect handling of with_window_func=true for a subquery.,mariadb,mariadb,>= 10.3.0 < 10.3.31,https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46658,2022-01-29T23:15:07.417,2024-11-21T06:34:32.453,5.5,MEDIUM,2.1,LOW,save_window_function_values in MariaDB before 10.6.3 allows an application crash because of incorrect handling of with_window_func=true for a subquery.,mariadb,mariadb,>= 10.4.0 < 10.4.21,https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46658,2022-01-29T23:15:07.417,2024-11-21T06:34:32.453,5.5,MEDIUM,2.1,LOW,save_window_function_values in MariaDB before 10.6.3 allows an application crash because of incorrect handling of with_window_func=true for a subquery.,mariadb,mariadb,>= 10.5.0 < 10.5.12,https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46658,2022-01-29T23:15:07.417,2024-11-21T06:34:32.453,5.5,MEDIUM,2.1,LOW,save_window_function_values in MariaDB before 10.6.3 allows an application crash because of incorrect handling of with_window_func=true for a subquery.,mariadb,mariadb,>= 10.6.0 < 10.6.3,https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/; https://jira.mariadb.org/browse/MDEV-25630; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220221-0002/
CVE-2021-46659,2022-01-29T23:15:07.457,2024-11-21T06:34:32.617,5.5,MEDIUM,2.1,LOW,MariaDB before 10.7.2 allows an application crash because it does not recognize that SELECT_LEX::nest_level is local to each VIEW.,mariadb,mariadb,>= 5.5.0 < 10.2.42,https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/; https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/
CVE-2021-46659,2022-01-29T23:15:07.457,2024-11-21T06:34:32.617,5.5,MEDIUM,2.1,LOW,MariaDB before 10.7.2 allows an application crash because it does not recognize that SELECT_LEX::nest_level is local to each VIEW.,mariadb,mariadb,>= 10.3.0 < 10.3.33,https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/; https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/
CVE-2021-46659,2022-01-29T23:15:07.457,2024-11-21T06:34:32.617,5.5,MEDIUM,2.1,LOW,MariaDB before 10.7.2 allows an application crash because it does not recognize that SELECT_LEX::nest_level is local to each VIEW.,mariadb,mariadb,>= 10.4.0 < 10.4.23,https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/; https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/
CVE-2021-46659,2022-01-29T23:15:07.457,2024-11-21T06:34:32.617,5.5,MEDIUM,2.1,LOW,MariaDB before 10.7.2 allows an application crash because it does not recognize that SELECT_LEX::nest_level is local to each VIEW.,mariadb,mariadb,>= 10.5.0 < 10.5.14,https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/; https://jira.mariadb.org/browse/MDEV-25631; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/DKJRBYJAQCOPHSED43A3HUPNKQLDTFGD/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EZFZVMJL5UDTOZMARLXQIMG3BTG6UNYW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NJ4KDAGF3H4D4BDTHRAM6ZEAJJWWMRUO/; https://mariadb.com/kb/en/security/; https://security.netapp.com/advisory/ntap-20220311-0003/
